Order_ID,Order_Create_Date,Order_Pickup_Date,Order_Pickup_Store,Pickup_Store_Name,Pickup_Store_Address,Pickup_Store_Phone,Pickup_Store_City,Pickup_Store_State_Name,Order_Return_Date,Order_Return_Store,Return_Store_Name,Return_Store_Address,Return_Store_Phone,Return_Store_City,Return_Store_State,Customer_ID,Customer_Name,Customer_Phone,Customer_Address,Customer_Birthday,Customer_Occupation,Customer_Gender,Car_ID,Car_MakeName,Car_Model,Car_Series,Car_SeriesYear,Car_PriceNew,Car_EngineSize,Car_FuelSystem,Car_TankCapacity,Car_Power,Car_SeatingCapacity,Car_StandardTransmission,Car_BodyType,Car_Drive,Car_Wheelbase,Customer_Password
243,28-02-06,28-02-06,20,Brisbane_store,7832 Landing Dr,262-535-0112,Brisbane                      ,Queensland,08-03-06,11,North Ryde_store,7800 Corrinne Court,543-535-0169,North Ryde                    ,New South Wales,11213,Stephanie M,293-535-015,514 Grant Street,24-05-53,Researcher,M  ,15043,MERCEDES-BENZ,380,SEL,1982,68795,3.8L,ELECTRONIC F/INJ,90L,145Kw,5,4A,4D SEDAN,RWD,3075mm,
244,01-03-06,02-03-06,4,Goulburn_store,1825 Village Pl.,543-535-0162,Goulburn                      ,New South Wales,05-04-06,39,Sunbury_store,8357 Sandy Cove Lane,543-535-0114,Sunbury                       ,Victoria,11218,Olivia B,414-535-014,964 Stony Hill Circle,21-09-54,Researcher,M  ,15044,MERCEDES-BENZ,A190,W168 LWB ELEGANCE,2004,42900,1.9L,MULTI POINT F/INJ,54L,92Kw,5,5MSeq,5D HATCHBACK,FWD,2593mm,
245,02-03-06,02-03-06,5,Lane Cove_store,7553 Harness Circle,543-535-0131,Lane Cove                     ,New South Wales,20-03-06,18,Sydney_store,7330 Saddlehill Lane,543-535-0195,Sydney                        ,New South Wales,11215,Ana P,446-535-013,114 Arlington Way,21-06-54,Researcher,M  ,15045,MERCEDES-BENZ,180,E LIMITED EDITION,1994,47115,1.8L,ELECTRONIC F/INJ,55L,82Kw,5,4A,4D SEDAN,RWD,2665mm,
246,03-03-06,04-03-06,22,East Brisbane_store,8148 W. Lake Dr.,622-535-0158,East Brisbane                 ,Queensland,28-03-06,30,Perth_store,6385 Mark Twain,543-535-0146,Perth                         ,South Australia,11217,Natalie A,300-535-015,592 Bent Tree Lane,21-02-54,Researcher,F  ,15046,MERCEDES-BENZ,A190,W168 AVANTGARDE,2001,41230,1.9L,MULTI POINT F/INJ,54L,92Kw,5,5MSeq,5D HATCHBACK,FWD,2423mm,
247,04-03-06,04-03-06,7,Malabar_store,2612 Berry Dr,543-535-0184,Malabar                       ,New South Wales,12-03-06,12,North Sydney_store,1224 Shoenic,543-535-0117,North Sydney                  ,New South Wales,11218,Olivia B,414-535-014,964 Stony Hill Circle,21-09-54,Researcher,M  ,15047,MERCEDES-BENZ,CLK230,KOMP ELEGANCE,2000,111580,2.3L,SUPERCHARGED MPFI,62L,142Kw,4,5A,2D CABRIOLET,RWD,2690mm,
248,05-03-06,05-03-06,25,Hervey Bay_store,8734 Oxford Place,746-535-0186,Hervey Bay                    ,Queensland,20-03-06,22,East Brisbane_store,8148 W. Lake Dr.,622-535-0158,East Brisbane                 ,Queensland,11216,Jasmine T,939-535-013,328 San Francisco,20-05-54,Researcher,F  ,15048,MERCEDES-BENZ,A190,W168 AVANTGARDE,2000,41230,1.9L,MULTI POINT F/INJ,54L,92Kw,5,5MSeq,5D HATCHBACK,FWD,2423mm,
249,06-03-06,06-03-06,9,Milsons Point_store,624 Peabody Road,543-535-0164,Milsons Point                 ,New South Wales,24-03-06,27,Townsville_store,8211 Leeds Ct.,543-535-0131,Townsville                    ,Queensland,11214,Charles M,389-535-011,719 Little Dr,17-11-53,Researcher,F  ,15049,MERCEDES-BENZ,ML,W163 500 LUXURY 4x4,2001,98500,5.0L,MULTI POINT F/INJ,83L,215Kw,5,5ATS,4D WAGON,4WD,2820mm,
250,07-03-06,07-03-06,23,Gold Coast_store,1769 Nicholas Drive,589-535-0185,Gold Coast                    ,Queensland,12-03-06,11,North Ryde_store,7800 Corrinne Court,543-535-0169,North Ryde                    ,New South Wales,11219,Charles C,755-535-011,871 Bel Air Dr.,12-12-54,Researcher,F  ,15050,MERCEDES-BENZ,E500,211 AVANTGARDE,2002,153900,5.0L,MULTI POINT F/INJ,89L,225Kw,5,5ATSh,4D SEDAN,RWD,2854mm,
251,08-03-06,08-03-06,11,North Ryde_store,7800 Corrinne Court,543-535-0169,North Ryde                    ,New South Wales,14-03-06,17,St. Leonards_store,9666 Northridge Ct.,135-535-0171,St. Leonards                  ,New South Wales,11259,Victoria S,230-535-013,623 Barquentine Court,27-03-69,Manager,M  ,15043,MERCEDES-BENZ,380,SEL,1982,68795,3.8L,ELECTRONIC F/INJ,90L,145Kw,5,4A,4D SEDAN,RWD,3075mm,
252,09-03-06,12-03-06,12,North Sydney_store,1224 Shoenic,543-535-0117,North Sydney                  ,New South Wales,13-03-06,9,Milsons Point_store,624 Peabody Road,543-535-0164,Milsons Point                 ,New South Wales,11254,Johnathan V,494-535-016,430 Versailles Pl,13-03-37,Retiree,M  ,15047,MERCEDES-BENZ,CLK230,KOMP ELEGANCE,2000,111580,2.3L,SUPERCHARGED MPFI,62L,142Kw,4,5A,2D CABRIOLET,RWD,2690mm,
253,10-03-06,10-03-06,29,Findon_store,9111 Rose Ann Ave,543-535-0116,Findon                        ,South Australia,11-04-06,29,Findon_store,9111 Rose Ann Ave,543-535-0116,Findon                        ,South Australia,11257,Jacqueline P,796-535-011,076 Northwood Dr,16-01-37,Retiree,F  ,15024,MERCEDES-BENZ,E280,W210 ELEGANCE,1999,112400,2.8L,MULTI POINT F/INJ,80L,150Kw,5,5ASeq,4D SEDAN,RWD,2833mm,
254,11-03-06,14-03-06,12,North Sydney_store,1224 Shoenic,543-535-0117,North Sydney                  ,New South Wales,18-03-06,20,Brisbane_store,7832 Landing Dr,262-535-0112,Brisbane                      ,Queensland,11210,Edward W,229-535-011,039 Adelaide St.,18-06-52,Researcher,M  ,15042,MERCEDES-BENZ,E55,211 MY06 UPGRADE AMG,2006,225600,5.4L,SUPERCHARGED MPFI,80L,350Kw,5,5ATSh,4D SEDAN,RWD,2854mm,
255,12-03-06,12-03-06,15,Silverwater_store,9011 Tank Drive,431-535-0156,Silverwater                   ,New South Wales,16-03-06,19,Wollongong_store,244 Rivewview,543-535-0137,Wollongong                    ,New South Wales,11256,Katelyn H,249-535-011,496 Deerfield Dr.,20-09-37,Retiree,M  ,15041,MERCEDES-BENZ,180,E LIMITED EDITION,1992,45690,1.8L,ELECTRONIC F/INJ,55L,82Kw,5,4A,4D SEDAN,RWD,2665mm,
256,13-03-06,13-03-06,9,Milsons Point_store,624 Peabody Road,543-535-0164,Milsons Point                 ,New South Wales,19-03-06,14,Rhodes_store,7902 Hudson Ave.,817-535-0185,Rhodes                        ,New South Wales,11252,Nicholas T,377-535-014,04 O St.,17-06-36,Retiree,M  ,15047,MERCEDES-BENZ,CLK230,KOMP ELEGANCE,2000,111580,2.3L,SUPERCHARGED MPFI,62L,142Kw,4,5A,2D CABRIOLET,RWD,2690mm,
257,14-03-06,14-03-06,17,St. Leonards_store,9666 Northridge Ct.,135-535-0171,St. Leonards                  ,New South Wales,23-03-06,17,St. Leonards_store,9666 Northridge Ct.,135-535-0171,St. Leonards                  ,New South Wales,11256,Katelyn H,249-535-011,496 Deerfield Dr.,20-09-37,Retiree,M  ,15043,MERCEDES-BENZ,380,SEL,1982,68795,3.8L,ELECTRONIC F/INJ,90L,145Kw,5,4A,4D SEDAN,RWD,3075mm,
258,15-03-06,15-03-06,18,Sydney_store,7330 Saddlehill Lane,543-535-0195,Sydney                        ,New South Wales,24-03-06,24,Hawthorne_store,4499 Valley Crest,452-535-0188,Hawthorne                     ,Queensland,11251,Xavier L,243-535-011,245 Dantley Way,14-07-36,Retiree,M  ,15040,MERCEDES-BENZ,230,W124 E,1988,87100,2.3L,ELECTRONIC F/INJ,70L,97Kw,5,4A,4D SEDAN,RWD,2800mm,
259,16-03-06,16-03-06,19,Wollongong_store,244 Rivewview,543-535-0137,Wollongong                    ,New South Wales,24-03-06,26,Rockhampton_store,2596 Franklin Canyon Road,543-535-0178,Rockhampton                   ,Queensland,11259,Victoria S,230-535-013,623 Barquentine Court,27-03-69,Manager,M  ,15041,MERCEDES-BENZ,180,E LIMITED EDITION,1992,45690,1.8L,ELECTRONIC F/INJ,55L,82Kw,5,4A,4D SEDAN,RWD,2665mm,
260,17-03-06,18-03-06,20,Brisbane_store,7832 Landing Dr,262-535-0112,Brisbane                      ,Queensland,10-04-06,31,Hobart_store,636 Vine Hill Way,543-535-0182,Hobart                        ,Tasmania,11259,Victoria S,230-535-013,623 Barquentine Court,27-03-69,Manager,M  ,15042,MERCEDES-BENZ,E55,211 MY06 UPGRADE AMG,2006,225600,5.4L,SUPERCHARGED MPFI,80L,350Kw,5,5ATSh,4D SEDAN,RWD,2854mm,
261,18-03-06,19-03-06,14,Rhodes_store,7902 Hudson Ave.,817-535-0185,Rhodes                        ,New South Wales,10-04-06,32,Bendigo_store,6465 Detroit Ave.,543-535-0195,Bendigo                       ,Victoria,11252,Nicholas T,377-535-014,04 O St.,17-06-36,Retiree,M  ,15047,MERCEDES-BENZ,CLK230,KOMP ELEGANCE,2000,111580,2.3L,SUPERCHARGED MPFI,62L,142Kw,4,5A,2D CABRIOLET,RWD,2690mm,
262,19-03-06,20-03-06,22,East Brisbane_store,8148 W. Lake Dr.,622-535-0158,East Brisbane                 ,Queensland,03-04-06,37,Seaford_store,3981 Augustine Drive,115-535-0183,Seaford                       ,Victoria,11253,José H,712-535-013,703 Donald Dr.,07-02-37,Retiree,M  ,15048,MERCEDES-BENZ,A190,W168 AVANTGARDE,2000,41230,1.9L,MULTI POINT F/INJ,54L,92Kw,5,5MSeq,5D HATCHBACK,FWD,2423mm,
263,20-03-06,20-03-06,18,Sydney_store,7330 Saddlehill Lane,543-535-0195,Sydney                        ,New South Wales,23-03-06,20,Brisbane_store,7832 Landing Dr,262-535-0112,Brisbane                      ,Queensland,11255,Colin L,599-535-013,083 San Jose,14-04-37,Retiree,F  ,15045,MERCEDES-BENZ,180,E LIMITED EDITION,1994,47115,1.8L,ELECTRONIC F/INJ,55L,82Kw,5,4A,4D SEDAN,RWD,2665mm,
264,21-03-06,24-03-06,24,Hawthorne_store,4499 Valley Crest,452-535-0188,Hawthorne                     ,Queensland,26-03-06,28,Cloverdale_store,213 Valencia Place,543-535-0184,Cloverdale                    ,South Australia,11256,Katelyn H,249-535-011,496 Deerfield Dr.,20-09-37,Retiree,M  ,15040,MERCEDES-BENZ,230,W124 E,1988,87100,2.3L,ELECTRONIC F/INJ,70L,97Kw,5,4A,4D SEDAN,RWD,2800mm,
265,22-03-06,23-03-06,20,Brisbane_store,7832 Landing Dr,262-535-0112,Brisbane                      ,Queensland,26-03-06,24,Hawthorne_store,4499 Valley Crest,452-535-0188,Hawthorne                     ,Queensland,11255,Colin L,599-535-013,083 San Jose,14-04-37,Retiree,F  ,15045,MERCEDES-BENZ,180,E LIMITED EDITION,1994,47115,1.8L,ELECTRONIC F/INJ,55L,82Kw,5,4A,4D SEDAN,RWD,2665mm,
266,23-03-06,24-03-06,26,Rockhampton_store,2596 Franklin Canyon Road,543-535-0178,Rockhampton                   ,Queensland,11-04-06,26,Rockhampton_store,2596 Franklin Canyon Road,543-535-0178,Rockhampton                   ,Queensland,11250,Shannon L,543-535-011,185 Keywood Ct.,22-03-59,Manager,F  ,15041,MERCEDES-BENZ,180,E LIMITED EDITION,1992,45690,1.8L,ELECTRONIC F/INJ,55L,82Kw,5,4A,4D SEDAN,RWD,2665mm,
267,24-03-06,24-03-06,27,Townsville_store,8211 Leeds Ct.,543-535-0131,Townsville                    ,Queensland,29-03-06,27,Townsville_store,8211 Leeds Ct.,543-535-0131,Townsville                    ,Queensland,11251,Xavier L,243-535-011,245 Dantley Way,14-07-36,Retiree,M  ,15049,MERCEDES-BENZ,ML,W163 500 LUXURY 4x4,2001,98500,5.0L,MULTI POINT F/INJ,83L,215Kw,5,5ATS,4D WAGON,4WD,2820mm,
268,25-03-06,26-03-06,28,Cloverdale_store,213 Valencia Place,543-535-0184,Cloverdale                    ,South Australia,01-04-06,35,Melbourne_store,5167 Condor Place,543-535-0136,Melbourne                     ,Victoria,11259,Victoria S,230-535-013,623 Barquentine Court,27-03-69,Manager,M  ,15040,MERCEDES-BENZ,230,W124 E,1988,87100,2.3L,ELECTRONIC F/INJ,70L,97Kw,5,4A,4D SEDAN,RWD,2800mm,
269,26-03-06,26-03-06,24,Hawthorne_store,4499 Valley Crest,452-535-0188,Hawthorne                     ,Queensland,11-04-06,24,Hawthorne_store,4499 Valley Crest,452-535-0188,Hawthorne                     ,Queensland,11255,Colin L,599-535-013,083 San Jose,14-04-37,Retiree,F  ,15045,MERCEDES-BENZ,180,E LIMITED EDITION,1994,47115,1.8L,ELECTRONIC F/INJ,55L,82Kw,5,4A,4D SEDAN,RWD,2665mm,
270,27-03-06,27-03-06,30,Perth_store,6385 Mark Twain,543-535-0146,Perth                         ,South Australia,28-03-06,31,Hobart_store,636 Vine Hill Way,543-535-0182,Hobart                        ,Tasmania,11253,José H,712-535-013,703 Donald Dr.,07-02-37,Retiree,M  ,15046,MERCEDES-BENZ,A190,W168 AVANTGARDE,2001,41230,1.9L,MULTI POINT F/INJ,54L,92Kw,5,5MSeq,5D HATCHBACK,FWD,2423mm,
271,28-03-06,28-03-06,31,Hobart_store,636 Vine Hill Way,543-535-0182,Hobart                        ,Tasmania,12-04-06,34,Geelong_store,5927 Rainbow Dr,543-535-0137,Geelong                       ,Victoria,11254,Johnathan V,494-535-016,430 Versailles Pl,13-03-37,Retiree,M  ,15046,MERCEDES-BENZ,A190,W168 AVANTGARDE,2001,41230,1.9L,MULTI POINT F/INJ,54L,92Kw,5,5MSeq,5D HATCHBACK,FWD,2423mm,
272,29-03-06,29-03-06,32,Bendigo_store,6465 Detroit Ave.,543-535-0195,Bendigo                       ,Victoria,05-04-06,36,Melton_store,1873 Mt. Whitney Dr,543-535-0177,Melton                        ,Victoria,11254,Johnathan V,494-535-016,430 Versailles Pl,13-03-37,Retiree,M  ,15047,MERCEDES-BENZ,CLK230,KOMP ELEGANCE,2000,111580,2.3L,SUPERCHARGED MPFI,62L,142Kw,4,5A,2D CABRIOLET,RWD,2690mm,
273,30-03-06,30-03-06,31,Hobart_store,636 Vine Hill Way,543-535-0182,Hobart                        ,Tasmania,11-04-06,31,Hobart_store,636 Vine Hill Way,543-535-0182,Hobart                        ,Tasmania,11257,Jacqueline P,796-535-011,076 Northwood Dr,16-01-37,Retiree,F  ,15042,MERCEDES-BENZ,E55,211 MY06 UPGRADE AMG,2006,225600,5.4L,SUPERCHARGED MPFI,80L,350Kw,5,5ATSh,4D SEDAN,RWD,2854mm,
274,31-03-06,31-03-06,34,Geelong_store,5927 Rainbow Dr,543-535-0137,Geelong                       ,Victoria,16-04-06,34,Geelong_store,5927 Rainbow Dr,543-535-0137,Geelong                       ,Victoria,11251,Xavier L,243-535-011,245 Dantley Way,14-07-36,Retiree,M  ,15046,MERCEDES-BENZ,A190,W168 AVANTGARDE,2001,41230,1.9L,MULTI POINT F/INJ,54L,92Kw,5,5MSeq,5D HATCHBACK,FWD,2423mm,
275,01-04-06,01-04-06,35,Melbourne_store,5167 Condor Place,543-535-0136,Melbourne                     ,Victoria,10-04-06,35,Melbourne_store,5167 Condor Place,543-535-0136,Melbourne                     ,Victoria,11256,Katelyn H,249-535-011,496 Deerfield Dr.,20-09-37,Retiree,M  ,15040,MERCEDES-BENZ,230,W124 E,1988,87100,2.3L,ELECTRONIC F/INJ,70L,97Kw,5,4A,4D SEDAN,RWD,2800mm,
276,02-04-06,05-04-06,36,Melton_store,1873 Mt. Whitney Dr,543-535-0177,Melton                        ,Victoria,07-04-06,15,Silverwater_store,9011 Tank Drive,431-535-0156,Silverwater                   ,New South Wales,11259,Victoria S,230-535-013,623 Barquentine Court,27-03-69,Manager,M  ,15047,MERCEDES-BENZ,CLK230,KOMP ELEGANCE,2000,111580,2.3L,SUPERCHARGED MPFI,62L,142Kw,4,5A,2D CABRIOLET,RWD,2690mm,
277,03-04-06,03-04-06,37,Seaford_store,3981 Augustine Drive,115-535-0183,Seaford                       ,Victoria,08-04-06,8,Matraville_store,942 Brook Street,543-535-0126,Matraville                    ,New South Wales,11259,Victoria S,230-535-013,623 Barquentine Court,27-03-69,Manager,M  ,15048,MERCEDES-BENZ,A190,W168 AVANTGARDE,2000,41230,1.9L,MULTI POINT F/INJ,54L,92Kw,5,5MSeq,5D HATCHBACK,FWD,2423mm,
278,04-04-06,04-04-06,12,North Sydney_store,1224 Shoenic,543-535-0117,North Sydney                  ,New South Wales,15-04-06,22,East Brisbane_store,8148 W. Lake Dr.,622-535-0158,East Brisbane                 ,Queensland,11255,Colin L,599-535-013,083 San Jose,14-04-37,Retiree,F  ,15066,RENAULT,CLIO,CAMPUS,2006,18990,1.4L,MULTI POINT F/INJ,50L,72Kw,5,5M,5D HATCHBACK,FWD,2472mm,
279,05-04-06,05-04-06,39,Sunbury_store,8357 Sandy Cove Lane,543-535-0114,Sunbury                       ,Victoria,14-04-06,39,Sunbury_store,8357 Sandy Cove Lane,543-535-0114,Sunbury                       ,Victoria,11256,Katelyn H,249-535-011,496 Deerfield Dr.,20-09-37,Retiree,M  ,15044,MERCEDES-BENZ,A190,W168 LWB ELEGANCE,2004,42900,1.9L,MULTI POINT F/INJ,54L,92Kw,5,5MSeq,5D HATCHBACK,FWD,2593mm,
280,06-04-06,06-04-06,17,St. Leonards_store,9666 Northridge Ct.,135-535-0171,St. Leonards                  ,New South Wales,13-04-06,24,Hawthorne_store,4499 Valley Crest,452-535-0188,Hawthorne                     ,Queensland,11257,Jacqueline P,796-535-011,076 Northwood Dr,16-01-37,Retiree,F  ,15063,RENAULT,CLIO,SPORT,2002,33990,2.0L,MULTI POINT F/INJ,50L,124Kw,5,5M,3D HATCHBACK,FWD,2472mm,
281,07-04-06,07-04-06,1,Alexandria_stroe,3761 N. 14th St,543-535-0162,Alexandria                    ,New South Wales,13-05-06,37,Seaford_store,3981 Augustine Drive,115-535-0183,Seaford                       ,Victoria,11251,Xavier L,243-535-011,245 Dantley Way,14-07-36,Retiree,M  ,15082,RENAULT,MEGANE,EXPRESSION,2002,41490,1.6L,MULTI POINT F/INJ,60L,79Kw,4,5M,2D CABRIOLET,FWD,2461mm,
282,08-04-06,09-04-06,2,Coffs Harbour_store,2243 W St.,543-535-0110,Coffs Harbour                 ,New South Wales,17-04-06,2,Coffs Harbour_store,2243 W St.,543-535-0110,Coffs Harbour                 ,New South Wales,11256,Katelyn H,249-535-011,496 Deerfield Dr.,20-09-37,Retiree,M  ,15087,VOLVO,8,50 GLE,1992,45690,2.4L,ELECTRONIC F/INJ,73L,103Kw,5,4A,4D SEDAN,FWD,2665mm,
283,09-04-06,09-04-06,15,Silverwater_store,9011 Tank Drive,431-535-0156,Silverwater                   ,New South Wales,11-04-06,17,St. Leonards_store,9666 Northridge Ct.,135-535-0171,St. Leonards                  ,New South Wales,11252,Nicholas T,377-535-014,04 O St.,17-06-36,Retiree,M  ,15068,RENAULT,SCENIC,PRIVILEGE,2003,37990,2.0L,MULTI POINT F/INJ,60L,101Kw,5,4A,5D WAGON,FWD,2580mm,
284,10-04-06,11-04-06,4,Goulburn_store,1825 Village Pl.,543-535-0162,Goulburn                      ,New South Wales,19-04-06,13,Port Macquarie_store,4785 Scott Street,717-535-0164,Port Macquarie                ,New South Wales,11254,Johnathan V,494-535-016,430 Versailles Pl,13-03-37,Retiree,M  ,15088,VOLVO,XC70,05 UPGRADE II LIFESTYLE EDITION LE,2005,64450,2.5L,TURBO MPFI,70L,154Kw,5,5AG,4D WAGON,AWD,2761mm,
285,11-04-06,11-04-06,17,St. Leonards_store,9666 Northridge Ct.,135-535-0171,St. Leonards                  ,New South Wales,12-05-06,17,St. Leonards_store,9666 Northridge Ct.,135-535-0171,St. Leonards                  ,New South Wales,11252,Nicholas T,377-535-014,04 O St.,17-06-36,Retiree,M  ,15068,RENAULT,SCENIC,PRIVILEGE,2003,37990,2.0L,MULTI POINT F/INJ,60L,101Kw,5,4A,5D WAGON,FWD,2580mm,
286,12-04-06,12-04-06,6,Lavender Bay_store,7305 Humphrey Drive,543-535-0151,Lavender Bay                  ,New South Wales,19-04-06,9,Milsons Point_store,624 Peabody Road,543-535-0164,Milsons Point                 ,New South Wales,11256,Katelyn H,249-535-011,496 Deerfield Dr.,20-09-37,Retiree,M  ,15081,RENAULT,MEGANE,PRIVILEGE,2004,35990,2.0L,MULTI POINT F/INJ,60L,98Kw,5,4A,4D SEDAN,FWD,2686mm,
287,13-04-06,13-04-06,24,Hawthorne_store,4499 Valley Crest,452-535-0188,Hawthorne                     ,Queensland,16-04-06,26,Rockhampton_store,2596 Franklin Canyon Road,543-535-0178,Rockhampton                   ,Queensland,11258,Xavier H,559-535-014,707 Virgil Street,07-06-37,Retiree,F  ,15063,RENAULT,CLIO,SPORT,2002,33990,2.0L,MULTI POINT F/INJ,50L,124Kw,5,5M,3D HATCHBACK,FWD,2472mm,
288,14-04-06,15-04-06,22,East Brisbane_store,8148 W. Lake Dr.,622-535-0158,East Brisbane                 ,Queensland,19-04-06,22,East Brisbane_store,8148 W. Lake Dr.,622-535-0158,East Brisbane                 ,Queensland,11255,Colin L,599-535-013,083 San Jose,14-04-37,Retiree,F  ,15066,RENAULT,CLIO,CAMPUS,2006,18990,1.4L,MULTI POINT F/INJ,50L,72Kw,5,5M,5D HATCHBACK,FWD,2472mm,
289,15-04-06,16-04-06,26,Rockhampton_store,2596 Franklin Canyon Road,543-535-0178,Rockhampton                   ,Queensland,23-04-06,31,Hobart_store,636 Vine Hill Way,543-535-0182,Hobart                        ,Tasmania,11258,Xavier H,559-535-014,707 Virgil Street,07-06-37,Retiree,F  ,15063,RENAULT,CLIO,SPORT,2002,33990,2.0L,MULTI POINT F/INJ,50L,124Kw,5,5M,3D HATCHBACK,FWD,2472mm,
290,16-04-06,19-04-06,9,Milsons Point_store,624 Peabody Road,543-535-0164,Milsons Point                 ,New South Wales,24-04-06,17,St. Leonards_store,9666 Northridge Ct.,135-535-0171,St. Leonards                  ,New South Wales,11258,Xavier H,559-535-014,707 Virgil Street,07-06-37,Retiree,F  ,15081,RENAULT,MEGANE,PRIVILEGE,2004,35990,2.0L,MULTI POINT F/INJ,60L,98Kw,5,4A,4D SEDAN,FWD,2686mm,
291,17-04-06,17-04-06,11,North Ryde_store,7800 Corrinne Court,543-535-0169,North Ryde                    ,New South Wales,07-05-06,31,Hobart_store,636 Vine Hill Way,543-535-0182,Hobart                        ,Tasmania,11250,Shannon L,543-535-011,185 Keywood Ct.,22-03-59,Manager,F  ,15085,VOLVO,7,40 TURBO,1989,65900,2.3L,TURBO EFI,82L,119Kw,5,4A,4D SEDAN,RWD,2770mm,
292,18-04-06,18-04-06,12,North Sydney_store,1224 Shoenic,543-535-0117,North Sydney                  ,New South Wales,15-05-06,39,Sunbury_store,8357 Sandy Cove Lane,543-535-0114,Sunbury                       ,Victoria,11251,Xavier L,243-535-011,245 Dantley Way,14-07-36,Retiree,M  ,15083,VOLVO,S60,05 UPGRADE 2.4 20V SE,2006,56950,2.4L,MULTI POINT F/INJ,70L,125Kw,5,5A,4D SEDAN,FWD,2715mm,
293,19-04-06,19-04-06,13,Port Macquarie_store,4785 Scott Street,717-535-0164,Port Macquarie                ,New South Wales,23-04-06,17,St. Leonards_store,9666 Northridge Ct.,135-535-0171,St. Leonards                  ,New South Wales,11256,Katelyn H,249-535-011,496 Deerfield Dr.,20-09-37,Retiree,M  ,15088,VOLVO,XC70,05 UPGRADE II LIFESTYLE EDITION LE,2005,64450,2.5L,TURBO MPFI,70L,154Kw,5,5AG,4D WAGON,AWD,2761mm,
294,20-04-06,23-04-06,31,Hobart_store,636 Vine Hill Way,543-535-0182,Hobart                        ,Tasmania,11-05-06,31,Hobart_store,636 Vine Hill Way,543-535-0182,Hobart                        ,Tasmania,11257,Jacqueline P,796-535-011,076 Northwood Dr,16-01-37,Retiree,F  ,15063,RENAULT,CLIO,SPORT,2002,33990,2.0L,MULTI POINT F/INJ,50L,124Kw,5,5M,3D HATCHBACK,FWD,2472mm,
295,21-04-06,21-04-06,11,North Ryde_store,7800 Corrinne Court,543-535-0169,North Ryde                    ,New South Wales,26-04-06,11,North Ryde_store,7800 Corrinne Court,543-535-0169,North Ryde                    ,New South Wales,11255,Colin L,599-535-013,083 San Jose,14-04-37,Retiree,F  ,15084,VOLVO,V50,MY08 D5,2008,47950,2.4L,DIESEL TURBO F/INJ,60L,132Kw,5,5AG,4D WAGON,FWD,2640mm,
296,22-04-06,23-04-06,16,Springwood_store,244 Willow Pass Road,208-535-0142,Springwood                    ,New South Wales,25-04-06,19,Wollongong_store,244 Rivewview,543-535-0137,Wollongong                    ,New South Wales,11254,Johnathan V,494-535-016,430 Versailles Pl,13-03-37,Retiree,M  ,15080,RENAULT,19,RT,1995,26790,1.7L,MULTI POINT F/INJ,55L,68Kw,5,5M,5D HATCHBACK,FWD,2540mm,
297,23-04-06,23-04-06,17,St. Leonards_store,9666 Northridge Ct.,135-535-0171,St. Leonards                  ,New South Wales,28-04-06,12,North Sydney_store,1224 Shoenic,543-535-0117,North Sydney                  ,New South Wales,11259,Victoria S,230-535-013,623 Barquentine Court,27-03-69,Manager,M  ,15088,VOLVO,XC70,05 UPGRADE II LIFESTYLE EDITION LE,2005,64450,2.5L,TURBO MPFI,70L,154Kw,5,5AG,4D WAGON,AWD,2761mm,
